res_id,name,establishment,city,locality,cuisines,average_cost_for_two,price_range,currency,aggregate_rating,rating_text,votes,photo_count,delivery,takeaway
18699058,Smokeat,Casual Dining,Bhubaneshwar,Khandagiri,North Indian,800,2,Rs.,2.7,Average,45,13,1,-1
2900186,Maa Sarala Sweets,Dessert Parlour,Bhubaneshwar,Patia,Mithai,300,1,Rs.,2.7,Average,40,10,-1,-1
19037488,Ollywood Hotel,Quick Bites,Bhubaneshwar,Unit 4,Odia,150,1,Rs.,2.7,Average,5,2,-1,-1
2901218,Metro Kitchen,Quick Bites,Bhubaneshwar,BJB Nagar,Fast Food,400,1,Rs.,2.7,Average,34,10,-1,-1
2900361,Spice Garden,Casual Dining,Bhubaneshwar,Bapuji Nagar,"North Indian, Chinese",750,2,Rs.,2.7,Average,26,4,1,-1
18758513,Hunger's Hut,Quick Bites,Bhubaneshwar,Patia,Odia,250,1,Rs.,2.7,Average,17,15,-1,-1
2900134,Arya Mahal Restaurant,Quick Bites,Bhubaneshwar,Kharabela Nagar,"North Indian, Chinese, South Indian, Biryani",400,1,Rs.,2.7,Average,21,13,1,-1
2900331,Gelato Vinto,Dessert Parlour,Bhubaneshwar,Chandrasekharpur,"Desserts, Ice Cream",200,1,Rs.,2.7,Average,20,7,-1,-1
18934871,The Biryani House,,Bhubaneshwar,Patia,"Biryani, North Indian",250,1,Rs.,2.7,Average,21,0,-1,-1
2900266,Must Eat,Quick Bites,Bhubaneshwar,Chandrasekharpur,Fast Food,450,1,Rs.,2.7,Average,19,3,-1,-1
2900502,Khandagiri Restaurant,Quick Bites,Bhubaneshwar,Khandagiri,"North Indian, Chinese",550,2,Rs.,2.7,Average,14,6,-1,-1
2900576,Ruchipurna Dalma,Casual Dining,Bhubaneshwar,Nayapalli,"North Indian, Chinese",350,1,Rs.,2.7,Average,11,3,-1,-1
2900369,SFC,Kiosk,Bhubaneshwar,"BMC Bhawani Mall, Sahid Nagar","Fast Food, Desserts",150,1,Rs.,2.7,Average,8,4,-1,-1
2900244,Green Chillyz,Quick Bites,Bhubaneshwar,Chandrasekharpur,"Fast Food, Biryani, Rolls",300,1,Rs.,2.8,Average,239,109,1,-1
2901687,Swad Restaurant,Quick Bites,Bhubaneshwar,Lakshmi Sagar,"North Indian, Chinese",500,2,Rs.,2.8,Average,108,86,1,-1
18855815,3Q Heritage,Casual Dining,Bhubaneshwar,Chandrasekharpur,"North Indian, Chinese, Continental, Biryani",500,2,Rs.,2.8,Average,100,16,-1,-1
2900185,Madhuban Restaurant,Quick Bites,Bhubaneshwar,Patia,"North Indian, Chinese, Biryani",350,1,Rs.,2.8,Average,62,10,1,-1
2901892,Hangout Eat & Drinks,Quick Bites,Bhubaneshwar,Patia,"North Indian, Fast Food",250,1,Rs.,2.8,Average,51,1,-1,-1
2900379,Spice N Ice,Quick Bites,Bhubaneshwar,Sahid Nagar,"Fast Food, North Indian, South Indian",500,2,Rs.,2.8,Average,23,52,1,-1
18436581,Il Tavolino,,Bhubaneshwar,Kharabela Nagar,Pizza,700,2,Rs.,2.8,Average,31,35,-1,-1
19038858,Biriyanisthan,Quick Bites,Bhubaneshwar,Baramunda,"Mughlai, North Indian, Biryani",300,1,Rs.,2.8,Average,17,2,1,-1
18789486,Cook n Cook,Quick Bites,Bhubaneshwar,Nayapalli,"North Indian, Biryani",300,1,Rs.,2.8,Average,45,3,-1,-1
2900431,Mio Amore,Bakery,Bhubaneshwar,Gajapati Nagar,"Fast Food, Bakery, Desserts",200,1,Rs.,2.8,Average,49,13,-1,-1
18799161,Desi Biryani,Quick Bites,Bhubaneshwar,Khandagiri,Biryani,250,1,Rs.,2.8,Average,56,0,-1,-1
18699401,Smack Momos,Quick Bites,Bhubaneshwar,Rasulgarh,"Tibetan, Momos",200,1,Rs.,2.8,Average,19,2,-1,-1
2900856,Keva Multi-Cuisine Restaurant,Casual Dining,Bhubaneshwar,Jayadev Vihar,North Indian,400,1,Rs.,2.8,Average,28,2,-1,-1
18698069,Michael The Local Chef,Food Truck,Bhubaneshwar,Gajapati Nagar,Fast Food,200,1,Rs.,2.8,Average,16,4,1,-1
18336779,Daily Belly,Casual Dining,Bhubaneshwar,Baramunda,"North Indian, Chinese",300,1,Rs.,2.8,Average,21,6,-1,-1
2902051,Bhukhad - Tasty Food Mart,Quick Bites,Bhubaneshwar,Patia,"Fast Food, North Indian",312,1,Rs.,2.8,Average,22,5,-1,-1
2900363,Oasis Lounge Bar,Bar,Bhubaneshwar,Bapuji Nagar,Finger Food,600,2,Rs.,2.8,Average,17,6,1,-1
2900465,Gelato Vinto,Dessert Parlour,Bhubaneshwar,Nayapalli,"Desserts, Ice Cream",200,1,Rs.,2.8,Average,13,5,-1,-1
18768621,Tea Junction,Quick Bites,Bhubaneshwar,Kalinga Nagar,"Tea, Fast Food",200,1,Rs.,2.8,Average,16,0,-1,-1
2901535,Little Italy,Quick Bites,Bhubaneshwar,Patia,"North Indian, Pizza",400,1,Rs.,2.8,Average,13,28,-1,-1
18749538,Food Express,Quick Bites,Bhubaneshwar,Kharabela Nagar,"North Indian, Chinese",200,1,Rs.,2.8,Average,8,5,-1,-1
18796907,Chatkass,Quick Bites,Bhubaneshwar,Ashok Nagar,Fast Food,200,1,Rs.,2.8,Average,7,3,-1,-1
19096026,Wat-a-Biryani,,Bhubaneshwar,Chandrasekharpur,"Biryani, North Indian",600,2,Rs.,2.8,Average,1,2,1,-1
2901877,Food Darbar,Quick Bites,Bhubaneshwar,Sahid Nagar,"North Indian, Odia, Biryani",400,1,Rs.,2.9,Average,337,12,1,-1
2901245,Refresh Live,Quick Bites,Bhubaneshwar,Nayapalli,"Beverages, Bakery, Burger, Cafe Food, Sandwich",250,1,Rs.,2.9,Average,86,74,1,-1
18892437,Ghar Ka Khana,Quick Bites,Bhubaneshwar,Patia,North Indian,250,1,Rs.,2.9,Average,55,43,-1,-1
18698161,British Bakery,Bakery,Bhubaneshwar,Jagmohan Nagar,"Bakery, Desserts",150,1,Rs.,2.9,Average,81,25,-1,-1
2900050,Shree Kunj Restaurant,Casual Dining,Bhubaneshwar,Ashok Nagar,"South Indian, North Indian, Fast Food, Biryani",400,1,Rs.,2.9,Average,63,27,1,-1
2901093,THE KONNECT CAFE,Café,Bhubaneshwar,Sahid Nagar,"Cafe, Biryani",400,1,Rs.,2.9,Average,57,29,-1,-1
2901623,Bhukkad,,Bhubaneshwar,Patia,"Lebanese, Italian, Mexican",350,1,Rs.,2.9,Average,59,9,-1,-1
18771505,Burn Out,Food Truck,Bhubaneshwar,Patia,Fast Food,200,1,Rs.,2.9,Average,42,13,-1,-1
2900500,Padma Veg Restaurant,Quick Bites,Bhubaneshwar,Khandagiri,Fast Food,150,1,Rs.,2.9,Average,39,15,-1,-1
2900337,Odia Dalama,Quick Bites,Bhubaneshwar,Unit 4,Odia,500,2,Rs.,2.9,Average,27,7,-1,-1
18749969,Hotel Odiani,Casual Dining,Bhubaneshwar,Chandrasekharpur,"North Indian, Mughlai, Odia",400,1,Rs.,2.9,Average,34,0,-1,-1
18848723,Bhubaneswar Taste Factory,Quick Bites,Bhubaneshwar,Sahid Nagar,"Fast Food, Odia, Biryani",400,1,Rs.,2.9,Average,20,12,1,-1
2900275,Takeaway,Quick Bites,Bhubaneshwar,Bapuji Nagar,"North Indian, Chinese",300,1,Rs.,2.9,Average,31,7,-1,-1
2901870,Mongini's Cake Shop,Quick Bites,Bhubaneshwar,Patia,"Fast Food, Bakery",300,1,Rs.,2.9,Average,18,30,-1,-1
18796901,Etori,Casual Dining,Bhubaneshwar,BJB Nagar,"North Indian, Chinese, Biryani",800,2,Rs.,2.9,Average,22,6,1,-1
19135253,The Biggest Biryani Mall,Quick Bites,Bhubaneshwar,Kalinga Nagar,"Biryani, North Indian, Fast Food",300,1,Rs.,2.9,Average,6,0,1,-1
18937820,Khaaema,Quick Bites,Bhubaneshwar,Patia,"North Indian, Chinese, Biryani",300,1,Rs.,2.9,Average,18,11,-1,-1
2900167,Nua Khai Restaurant,Casual Dining,Bhubaneshwar,Bapuji Nagar,"North Indian, Chinese",450,1,Rs.,2.9,Average,30,9,-1,-1
2901939,Paris Bakery,Bakery,Bhubaneshwar,Nayapalli,"Fast Food, Bakery",350,1,Rs.,2.9,Average,19,11,-1,-1
18771445,Tea Junction,Quick Bites,Bhubaneshwar,Khandagiri,"Tea, Fast Food",200,1,Rs.,2.9,Average,22,2,1,-1
18824039,Hotel Matrushakti,Quick Bites,Bhubaneshwar,Khandagiri,"North Indian, Chinese",250,1,Rs.,2.9,Average,31,1,-1,-1
18768631,Hashtag Chinese,Quick Bites,Bhubaneshwar,Patia,"Chinese, Fast Food",400,1,Rs.,2.9,Average,11,8,-1,-1
18805595,Foodies,Quick Bites,Bhubaneshwar,Khandagiri,"North Indian, Mughlai, Chinese",500,2,Rs.,2.9,Average,14,7,-1,-1
2900278,Golden Gate Bar & Restaurant,Bar,Bhubaneshwar,Lakshmi Sagar,"North Indian, Chinese, Finger Food",800,2,Rs.,2.9,Average,19,4,-1,-1
18698966,Bombay Biryani & Fast Food,Dhaba,Bhubaneshwar,Kalinga Nagar,Biryani,200,1,Rs.,2.9,Average,21,0,-1,-1
18974407,Shiraz Takeaway,,Bhubaneshwar,Khandagiri,"North Indian, Biryani",400,1,Rs.,2.9,Average,7,0,-1,-1
2902094,Jay Durga Fast food,Quick Bites,Bhubaneshwar,Sahid Nagar,North Indian,200,1,Rs.,2.9,Average,17,0,-1,-1
18937635,Yellow Chillee,,Bhubaneshwar,Patia,"North Indian, Fast Food, Biryani",250,1,Rs.,2.9,Average,16,0,-1,-1
18752711,Darbaar,Quick Bites,Bhubaneshwar,Chandrasekharpur,"North Indian, Chinese",500,2,Rs.,2.9,Average,4,8,-1,-1
2900388,Cook's Spice,Quick Bites,Bhubaneshwar,Bapuji Nagar,Fast Food,500,2,Rs.,2.9,Average,16,6,-1,-1
2900257,Hyderabadi Biryani Centre,Quick Bites,Bhubaneshwar,Patia,"Biryani, Mughlai",400,1,Rs.,2.9,Average,17,3,-1,-1
2901728,Ayush Biriyani,Quick Bites,Bhubaneshwar,BJB Nagar,Biryani,300,1,Rs.,2.9,Average,19,0,-1,-1
2900019,Subway,Quick Bites,Bhubaneshwar,Chandrasekharpur,"Fast Food, Healthy Food, Sandwich, Salad",500,2,Rs.,4.0,Very Good,352,104,1,-1
2900075,Mughlai Roast,Quick Bites,Bhubaneshwar,Chandrasekharpur,"Mughlai, Biryani",300,1,Rs.,3.9,Good,561,72,-1,-1
2900227,Pizza Hut,Casual Dining,Bhubaneshwar,Patia,"Pizza, Fast Food, Italian",600,2,Rs.,4.0,Very Good,345,162,1,-1
2900518,BrewBakes 7 Sky,Bakery,Bhubaneshwar,Jagmohan Nagar,"Desserts, Cafe, Bakery",300,1,Rs.,3.9,Good,369,421,1,-1
2901586,Odisha Fried Chicken,Quick Bites,Bhubaneshwar,Patia,"Fast Food, Sandwich, Burger",150,1,Rs.,4.0,Very Good,319,24,1,-1
18752947,Manomay,Sweet Shop,Bhubaneshwar,Lakshmi Sagar,"Mithai, Chinese, Street Food, North Indian",200,1,Rs.,4.0,Very Good,152,94,1,-1
18761066,Hot Chilli Fast Food,Quick Bites,Bhubaneshwar,Patia,"Rolls, North Indian, Biryani, Chinese",350,1,Rs.,3.6,Good,246,5,1,-1
2901774,Gupshup,Quick Bites,Bhubaneshwar,Kharabela Nagar,Cafe,250,1,Rs.,3.6,Good,350,218,1,-1
2900366,Appetite,Quick Bites,Bhubaneshwar,Sahid Nagar,"Fast Food, Chinese, North Indian, Rolls",200,1,Rs.,4.0,Very Good,511,87,-1,-1
2900795,IKKA,Quick Bites,Bhubaneshwar,Patia,Chinese,400,1,Rs.,4.1,Very Good,158,167,1,-1
2901113,Sardar Ji Restaurant,Quick Bites,Bhubaneshwar,Patia,North Indian,300,1,Rs.,3.6,Good,442,45,1,-1
2900382,Chancellor Restaurant,Casual Dining,Bhubaneshwar,Ashok Nagar,Biryani,250,1,Rs.,3.8,Good,276,33,-1,-1
2901812,99 Bakers Street,Bakery,Bhubaneshwar,Nayapalli,"Bakery, Desserts",400,1,Rs.,4.1,Very Good,184,340,-1,-1
2900603,Odisha Hotel,Casual Dining,Bhubaneshwar,Sahid Nagar,Odia,600,2,Rs.,3.9,Good,333,84,-1,-1
2900415,Milky Den Veg Restaurant,Casual Dining,Bhubaneshwar,Kharabela Nagar,North Indian,300,1,Rs.,4.1,Very Good,331,20,1,-1
2901706,Kababs N Curries,Quick Bites,Bhubaneshwar,Patia,Mughlai,600,2,Rs.,3.5,Good,656,105,-1,-1
2900511,Hot Chilly,Quick Bites,Bhubaneshwar,Patia,"Rolls, North Indian, Biryani, Chinese",350,1,Rs.,3.8,Good,675,27,-1,-1
2901832,Capital Biryani Centre,Quick Bites,Bhubaneshwar,Chandrasekharpur,"North Indian, Biryani",500,2,Rs.,3.8,Good,378,87,1,-1
2900195,Chhapan Bhog,Sweet Shop,Bhubaneshwar,Jayadev Vihar,"Mithai, North Indian, Chinese",150,1,Rs.,3.8,Good,312,71,1,-1
18823644,Domino's Pizza,Quick Bites,Bhubaneshwar,Baramunda,"Pizza, Fast Food",400,1,Rs.,4.0,Very Good,210,51,-1,-1
2900037,Dalma,Casual Dining,Bhubaneshwar,Unit 4,Odia,500,2,Rs.,3.8,Good,386,116,1,-1
2900599,Green Chillyz,Quick Bites,Bhubaneshwar,BJB Nagar,"North Indian, Biryani",500,2,Rs.,3.7,Good,288,85,1,-1
2900445,Karims,Casual Dining,Bhubaneshwar,Chandrasekharpur,"North Indian, Mughlai, Biryani",500,2,Rs.,3.3,Average,228,62,1,-1
2901761,Crazzy Eggs,Quick Bites,Bhubaneshwar,Gajapati Nagar,"Fast Food, Healthy Food",600,2,Rs.,3.8,Good,126,176,1,-1
2900039,Behind Bars - VITS Hotel,Fine Dining,Bhubaneshwar,"VITS Hotel, Lakshmi Sagar",Finger Food,700,2,Rs.,3.1,Average,13,7,-1,-1
18859561,The Royal Suites,Fine Dining,Bhubaneshwar,Satya Nagar,"North Indian, Chinese, Biryani, South Indian, Continental, Fast Food, Mughlai, Hyderabadi",300,1,Rs.,0.0,Not rated,1,0,-1,-1
2900364,Chancellor Restaurant,Casual Dining,Bhubaneshwar,Unit 4,"North Indian, South Indian, Continental, Chinese",200,1,Rs.,3.7,Good,369,52,1,-1
2900560,Victoria Oriental & Thai Restaurant,Casual Dining,Bhubaneshwar,Nayapalli,"North Indian, Chinese, Thai, Biryani",500,2,Rs.,3.8,Good,267,192,1,-1
2900055,Dakhin 9,Casual Dining,Bhubaneshwar,Chandrasekharpur,"North Indian, Chinese",500,2,Rs.,3.9,Good,459,176,-1,-1
2900085,Truptee Restaurant,Casual Dining,Bhubaneshwar,Lakshmi Sagar,"North Indian, South Indian, Chinese, Biryani",400,1,Rs.,4.0,Very Good,388,35,1,-1
2901415,Club 39,Casual Dining,Bhubaneshwar,Jagmohan Nagar,"North Indian, Fast Food, Biryani",600,2,Rs.,3.8,Good,307,188,1,-1
2900020,Lal Qila,Casual Dining,Bhubaneshwar,Patia,"Mughlai, Chinese, North Indian, Biryani",600,2,Rs.,4.0,Very Good,562,336,-1,-1
2900221,Grand Kalinga,Casual Dining,Bhubaneshwar,Chandrasekharpur,"North Indian, Chinese",500,2,Rs.,3.9,Good,455,156,-1,-1
2901957,Kafil's,Casual Dining,Bhubaneshwar,Jayadev Vihar,"North Indian, Chinese, Continental, Seafood, Biryani",600,2,Rs.,3.7,Good,287,64,1,-1
2900924,Hunger Station,Casual Dining,Bhubaneshwar,Patia,"Chinese, Continental, North Indian, Mexican, Biryani",400,1,Rs.,3.8,Good,330,179,1,-1
18436042,Eram Rooftop,Casual Dining,Bhubaneshwar,Unit 4,"Asian, Continental",700,2,Rs.,3.6,Good,413,444,1,-1
2901016,All Swag,Casual Dining,Bhubaneshwar,Jagmohan Nagar,"Cafe, Biryani",600,2,Rs.,3.8,Good,354,305,1,-1
2901786,Khopcha,Casual Dining,Bhubaneshwar,Patia,"Mexican, Chinese, Continental",450,1,Rs.,4.0,Very Good,322,524,1,-1
2901826,Aarth Cafe & Restro,Casual Dining,Bhubaneshwar,Patia,"Continental, North Indian, Chinese",500,2,Rs.,3.9,Good,287,207,-1,-1
2900462,Delhi Darbar,Casual Dining,Bhubaneshwar,Sahid Nagar,"North Indian, Chinese, Seafood, Biryani",700,2,Rs.,3.9,Good,332,216,1,-1
18760349,Chai Break,Casual Dining,Bhubaneshwar,Nayapalli,"North Indian, Chinese, Italian, Pizza, Biryani",750,2,Rs.,4.0,Very Good,152,188,1,-1
2900516,Chopstix,Casual Dining,Bhubaneshwar,Kalinga Nagar,"Seafood, North Indian, Chinese, Momos, Biryani",550,2,Rs.,3.8,Good,211,84,1,-1
2900057,Garam Masala,Casual Dining,Bhubaneshwar,Chandrasekharpur,"North Indian, Chinese",500,2,Rs.,3.7,Good,399,104,-1,-1
2900041,Shohala Ana Odia,Casual Dining,Bhubaneshwar,Patia,"Chinese, Bengali, Odia",600,2,Rs.,3.9,Good,291,155,1,-1
2900211,Wrap Up,Casual Dining,Bhubaneshwar,"BMC Bhawani Mall, Sahid Nagar",Fast Food,600,2,Rs.,3.9,Good,327,420,-1,-1
2901810,Baba's Exotic Biryani Lounge,Casual Dining,Bhubaneshwar,Nayapalli,Biryani,400,1,Rs.,3.8,Good,284,150,-1,-1
2901105,Cove Restaurant,Casual Dining,Bhubaneshwar,Jagmohan Nagar,"North Indian, Biryani",350,1,Rs.,3.5,Good,319,56,1,-1
2900466,Serrano,Casual Dining,Bhubaneshwar,Jayadev Vihar,"Chinese, North Indian, Biryani",400,1,Rs.,3.7,Good,189,170,1,-1
18319528,Club Dine Restaurant,Casual Dining,Bhubaneshwar,Chandrasekharpur,"North Indian, Chinese, Biryani",600,2,Rs.,3.8,Good,180,234,1,-1
18785213,Bhookaa,Casual Dining,Bhubaneshwar,Sahid Nagar,"Arabian, Chinese, Biryani",600,2,Rs.,3.9,Good,144,72,1,-1
2900035,Aangan Restaurant,Casual Dining,Bhubaneshwar,Sahid Nagar,"Chinese, North Indian, Mughlai",500,2,Rs.,3.6,Good,277,63,-1,-1
2900051,Dawat,Casual Dining,Bhubaneshwar,Sahid Nagar,"North Indian, Chinese",400,1,Rs.,3.4,Average,328,57,-1,-1
2900065,The Chef Restaurant,Casual Dining,Bhubaneshwar,Nayapalli,"North Indian, Chinese, Biryani",600,2,Rs.,3.9,Good,204,142,1,-1
2900008,Golden Bird - Hotel Pushpak,Casual Dining,Bhubaneshwar,"Hotel Pushpak, Lakshmi Sagar","North Indian, South Indian, Chinese, Odia, Biryani",750,2,Rs.,4.0,Very Good,187,135,1,-1
2900664,Xcuse Bar - Prangan by Mango Hotel,Bar,Bhubaneshwar,"Prangan by Mango Hotel, Lakshmi Sagar","Continental, North Indian, Chinese, Biryani",600,2,Rs.,3.7,Good,99,17,1,-1
2900447,Club Xklusive,Club,Bhubaneshwar,"Sun Green, Satya Nagar",Finger Food,600,2,Rs.,3.6,Good,93,27,-1,-1
18943263,Fidalgo Bar & Kitchen,Bar,Bhubaneshwar,Chandrasekharpur,"North Indian, Continental, Mexican",700,2,Rs.,3.5,Good,23,19,-1,-1
2900868,Live It Up,Quick Bites,Bhubaneshwar,Lakshmi Sagar,"North Indian, Chinese",350,1,Rs.,3.3,Average,47,11,1,-1
2900064,Kasbaa - Pal Heights,Bar,Bhubaneshwar,"Pal Heights, Jayadev Vihar",Finger Food,800,2,Rs.,3.6,Good,39,4,-1,-1
2901262,7Eleven,Casual Dining,Bhubaneshwar,Sahid Nagar,"North Indian, Chinese",700,2,Rs.,3.3,Average,42,19,-1,-1
2900270,The Rock Sports Bar - Hotel Pushpak,Casual Dining,Bhubaneshwar,"Hotel Pushpak, Lakshmi Sagar","South Indian, North Indian, Chinese",800,2,Rs.,3.6,Good,17,18,-1,-1
2900480,Ajit Restaurant,Casual Dining,Bhubaneshwar,Nayapalli,"North Indian, Chinese",600,2,Rs.,3.2,Average,28,2,-1,-1
18941780,Greenfield Bar,Bar,Bhubaneshwar,Rasulgarh,"North Indian, Chinese",400,1,Rs.,0.0,Not rated,1,11,-1,-1
2900274,Swagat Hotel & Bar,Casual Dining,Bhubaneshwar,Lakshmi Sagar,"North Indian, Chinese, Finger Food",600,2,Rs.,3.0,Average,13,9,-1,-1
2900115,Oasis - The Royale Midtown,Casual Dining,Bhubaneshwar,"The Royale Midtown, Ashok Nagar","North Indian, Chinese, Finger Food",700,2,Rs.,3.0,Average,9,3,-1,-1
2900390,Hotel Sambit Palace,Bar,Bhubaneshwar,"Hotel Sambit Palace, Ashok Nagar",Finger Food,800,2,Rs.,3.0,Average,5,7,1,-1
2900003,Spicey Club,Casual Dining,Bhubaneshwar,Bapuji Nagar,"North Indian, Chinese, Finger Food",700,2,Rs.,3.0,Average,7,6,-1,-1
2900009,B-Desi Restaurant,Casual Dining,Bhubaneshwar,"Hotel Deepali International, Lakshmi Sagar",North Indian,800,2,Rs.,2.9,Average,7,3,-1,-1
2901906,Prince Bar & Restaurant,Quick Bites,Bhubaneshwar,Lakshmi Sagar,"Chinese, North Indian",0,1,Rs.,3.0,Average,6,0,-1,-1
2900643,Maharani Restaurant,Quick Bites,Bhubaneshwar,Kharabela Nagar,"North Indian, Chinese",800,2,Rs.,3.0,Average,5,2,-1,-1
2900087,King Bar,Bar,Bhubaneshwar,"Keshari Hotel, Kharabela Nagar",Finger Food,500,2,Rs.,0.0,Not rated,2,4,-1,-1
2901936,Cheers - Best In Hotel,Quick Bites,Bhubaneshwar,Nayapalli,Finger Food,800,2,Rs.,0.0,Not rated,1,1,-1,-1
18699940,Sai Food Villa,Quick Bites,Bhubaneshwar,Kharabela Nagar,"Fast Food, North Indian, Chinese",200,1,Rs.,3.3,Average,425,15,1,-1
2901568,Little Chef,Quick Bites,Bhubaneshwar,Patia,"North Indian, Chinese, Biryani",500,2,Rs.,3.2,Average,289,16,1,-1
18699923,Rajdhani Fast Food,Quick Bites,Bhubaneshwar,Kharabela Nagar,"North Indian, Biryani, Rolls, Chinese, Seafood",300,1,Rs.,3.3,Average,171,15,1,-1
2901876,Monginis,Quick Bites,Bhubaneshwar,Sahid Nagar,"Fast Food, Desserts",300,1,Rs.,3.8,Good,242,118,1,-1
18765245,Amlan Hotel & Restaurant,Quick Bites,Bhubaneshwar,Kalinga Nagar,"North Indian, Chinese, Desserts, Biryani",350,1,Rs.,3.8,Good,291,71,-1,-1
18455286,Spice & Chilly's,Quick Bites,Bhubaneshwar,Jagmohan Nagar,"Chinese, North Indian, Biryani",300,1,Rs.,3.9,Good,239,79,1,-1
2901879,NTR.9,Quick Bites,Bhubaneshwar,Sahid Nagar,Fast Food,250,1,Rs.,3.3,Average,516,11,-1,-1
2901486,Mama's Town Pizza,Quick Bites,Bhubaneshwar,Chandrasekharpur,"Pizza, Italian",400,1,Rs.,4.0,Very Good,226,60,-1,-1
2900554,Dolphin Restaurant,Quick Bites,Bhubaneshwar,Patia,Fast Food,400,1,Rs.,3.9,Good,295,137,-1,-1
19000910,Vicky's Restaurant,Quick Bites,Bhubaneshwar,Jatni,"North Indian, Chinese, Biryani",200,1,Rs.,3.8,Good,132,4,1,-1
2901897,Afiya Delight,Quick Bites,Bhubaneshwar,Kharabela Nagar,"Biryani, North Indian, Fast Food",400,1,Rs.,3.7,Good,177,27,1,-1
2900327,Muttoncarte,Quick Bites,Bhubaneshwar,Chandrasekharpur,"North Indian, Biryani",500,2,Rs.,3.4,Average,314,16,1,-1
2901302,Paradise Kitchen Hyderabadi Biriyani,Quick Bites,Bhubaneshwar,Patia,Biryani,500,2,Rs.,3.7,Good,246,43,1,-1
2901364,Go Cool,Bakery,Bhubaneshwar,Sahid Nagar,"Bakery, Fast Food",500,2,Rs.,3.9,Good,226,117,1,-1
18764027,WOW! Momo,Quick Bites,Bhubaneshwar,Patia,"Tibetan, Momos",250,1,Rs.,4.0,Very Good,151,57,1,-1
18819662,Scholars,Quick Bites,Bhubaneshwar,Jagmohan Nagar,"North Indian, Chinese, Biryani",300,1,Rs.,3.8,Good,184,26,1,-1
18902206,Mezbaan,Quick Bites,Bhubaneshwar,Patia,"North Indian, Mughlai, Biryani",400,1,Rs.,4.0,Very Good,122,123,1,-1
2900213,The Pakwan Restaurant,Quick Bites,Bhubaneshwar,Nayapalli,"North Indian, Chinese",300,1,Rs.,4.1,Very Good,252,54,-1,-1
18699872,Suvy's Cafe,Quick Bites,Bhubaneshwar,Kharabela Nagar,Fast Food,200,1,Rs.,3.8,Good,294,21,1,-1
2900397,Food Express,Quick Bites,Bhubaneshwar,Kharabela Nagar,"Fast Food, Biryani",400,1,Rs.,3.9,Good,293,44,1,-1
2901588,Tikkas 'N' Tacos,Quick Bites,Bhubaneshwar,Patia,"North Indian, Continental, Italian, Mexican",500,2,Rs.,3.6,Good,156,197,-1,-1
2900243,Green Chillyz,Quick Bites,Bhubaneshwar,Surya Nagar,"Fast Food, Biryani",300,1,Rs.,3.3,Average,255,46,1,-1
2901564,Food2U,Quick Bites,Bhubaneshwar,Jagmohan Nagar,"North Indian, Chinese, Rolls",450,1,Rs.,3.0,Average,148,8,1,-1
2901849,Maharaja Vadapav & Dabeli,Quick Bites,Bhubaneshwar,Sahid Nagar,Fast Food,200,1,Rs.,4.0,Very Good,206,16,1,-1
2900711,Green Chillyz,Quick Bites,Bhubaneshwar,Patia,"Fast Food, Biryani",300,1,Rs.,3.7,Good,266,40,1,-1
2900528,MDC Restaurant,Casual Dining,Bhubaneshwar,Patia,"North Indian, Chinese",400,1,Rs.,3.9,Good,255,53,-1,-1
18986325,Pent Cafe,Quick Bites,Bhubaneshwar,Patia,Fast Food,300,1,Rs.,3.8,Good,67,147,-1,-1
18749533,Urban Flavours,Quick Bites,Bhubaneshwar,Kharabela Nagar,"North Indian, Chinese",300,1,Rs.,4.0,Very Good,172,83,-1,-1
2901684,Chill Out,Casual Dining,Bhubaneshwar,Chandrasekharpur,North Indian,800,2,Rs.,3.7,Good,170,157,1,-1
2901240,Cabana Terrace Lounge,Casual Dining,Bhubaneshwar,Patia,"Continental, Chinese, Thai",800,2,Rs.,3.5,Good,40,77,-1,-1
2900568,Aqua Restaurant,Casual Dining,Bhubaneshwar,"Sun Green, Satya Nagar","Chinese, North Indian",700,2,Rs.,3.1,Average,18,9,-1,-1
18775062,Cinnabon,Café,Bhubaneshwar,Rasulgarh,"Cafe, Coffee, Beverages, Desserts",300,1,Rs.,4.0,Very Good,97,81,1,-1
2900092,Brown & Cream Parlour,Dessert Parlour,Bhubaneshwar,"Hotel Swosti, Kharabela Nagar","Desserts, Bakery",500,2,Rs.,3.7,Good,108,120,-1,-1
2900304,Misky's Sweet N Sour,Dessert Parlour,Bhubaneshwar,Chandrasekharpur,"Fast Food, Mithai",500,2,Rs.,3.8,Good,119,49,1,-1
18753517,Keventers,Beverage Shop,Bhubaneshwar,Sahid Nagar,"Beverages, Desserts, Ice Cream",400,1,Rs.,4.1,Very Good,100,29,1,-1
2900027,Confetti - Hotel Marrion,Dessert Parlour,Bhubaneshwar,"New Marrion Hotel, Kharabela Nagar",Desserts,250,1,Rs.,4.0,Very Good,65,106,1,-1
2900411,Cream & Spicy,Dessert Parlour,Bhubaneshwar,Bapuji Nagar,"Bakery, Desserts",200,1,Rs.,4.0,Very Good,106,36,1,-1
18750989,The London Shakes,Quick Bites,Bhubaneshwar,Patia,"Pizza, Cafe, Desserts",300,1,Rs.,3.9,Good,69,83,-1,-1
2900265,Celesty Ice Cream,Dessert Parlour,Bhubaneshwar,Patia,Ice Cream,200,1,Rs.,4.1,Very Good,98,21,-1,-1
